occurrences	io_formula	display_formula
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1325],[5,2,"90"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1325],[5,2,"60"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-90),1,NULL,DECODE(SIGN(Doub6-60),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1337],[5,2,"120"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1337],[5,2,"90"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-120),1,NULL,DECODE(SIGN(Doub6-90),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1337],[5,2,"150"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1337],[5,2,"120"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-150),1,NULL,DECODE(SIGN(Doub6-120),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1337],[5,2,"180"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1337],[5,2,"150"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-180),1,NULL,DECODE(SIGN(Doub6-150),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1337],[5,2,"180"])),[5,2,"1"],[6,17],[1,115]())),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-180),1,W Dsqlhttj,NULL))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1337],[5,2,"30"])),[5,2,"1"],[1,115](),[1,102]([1,12]([6,1337]),[5,2,"-1"],[1,115](),[6,17]))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-30),1,NULL,DECODE(SIGN(Doub6),-1,NULL,W Dsqlhttj)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1337],[5,2,"60"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1337],[5,2,"30"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-60),1,NULL,DECODE(SIGN(Doub6-30),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1337],[5,2,"90"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1337],[5,2,"60"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-90),1,NULL,DECODE(SIGN(Doub6-60),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1346],[5,2,"30"])),[5,2,"1"],[1,115](),[1,102]([1,12]([6,1346]),[5,2,"-1"],[1,115](),[6,17]))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-30),1,NULL,DECODE(SIGN(Doub6),-1,NULL,W Dsqlhttj)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1382],[5,2,"120"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1382],[5,2,"90"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-120),1,NULL,DECODE(SIGN(Doub6-90),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1382],[5,2,"150"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1382],[5,2,"120"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-150),1,NULL,DECODE(SIGN(Doub6-120),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1382],[5,2,"180"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1382],[5,2,"150"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-180),1,NULL,DECODE(SIGN(Doub6-150),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1382],[5,2,"180"])),[5,2,"1"],[6,17],[1,115]())),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-180),1,W Dsqlhttj,NULL))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1382],[5,2,"30"])),[5,2,"1"],[1,115](),[1,102]([1,12]([6,1382]),[5,2,"-1"],[1,115](),[6,17]))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-30),1,NULL,DECODE(SIGN(Doub6),-1,NULL,W Dsqlhttj)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1382],[5,2,"60"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1382],[5,2,"30"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-60),1,NULL,DECODE(SIGN(Doub6-30),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1382],[5,2,"90"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1382],[5,2,"60"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-90),1,NULL,DECODE(SIGN(Doub6-60),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1391],[5,2,"120"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1391],[5,2,"90"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-120),1,NULL,DECODE(SIGN(Doub6-90),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1391],[5,2,"150"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1391],[5,2,"120"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-150),1,NULL,DECODE(SIGN(Doub6-120),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1391],[5,2,"180"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1391],[5,2,"150"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-180),1,NULL,DECODE(SIGN(Doub6-150),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1391],[5,2,"180"])),[5,2,"1"],[6,17],[1,115]())),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-180),1,W Dsqlhttj,NULL))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1391],[5,2,"30"])),[5,2,"1"],[1,115](),[1,102]([1,12]([6,1391]),[5,2,"-1"],[1,115](),[6,17]))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-30),1,NULL,DECODE(SIGN(Doub6),-1,NULL,W Dsqlhttj)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1391],[5,2,"60"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1391],[5,2,"30"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-60),1,NULL,DECODE(SIGN(Doub6-30),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1391],[5,2,"90"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1391],[5,2,"60"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-90),1,NULL,DECODE(SIGN(Doub6-60),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1400],[5,2,"120"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1400],[5,2,"90"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-120),1,NULL,DECODE(SIGN(Doub6-90),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1400],[5,2,"150"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1400],[5,2,"120"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-150),1,NULL,DECODE(SIGN(Doub6-120),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1400],[5,2,"180"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1400],[5,2,"150"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-180),1,NULL,DECODE(SIGN(Doub6-150),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1400],[5,2,"180"])),[5,2,"1"],[6,17],[1,115]())),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-180),1,W Dsqlhttj,NULL))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1400],[5,2,"30"])),[5,2,"1"],[1,115](),[1,102]([1,12]([6,1400]),[5,2,"-1"],[1,115](),[6,17]))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-30),1,NULL,DECODE(SIGN(Doub6),-1,NULL,W Dsqlhttj)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1400],[5,2,"60"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1400],[5,2,"30"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-60),1,NULL,DECODE(SIGN(Doub6-30),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1400],[5,2,"90"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1400],[5,2,"60"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-90),1,NULL,DECODE(SIGN(Doub6-60),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1409],[5,2,"120"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1409],[5,2,"90"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-120),1,NULL,DECODE(SIGN(Doub6-90),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1409],[5,2,"150"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1409],[5,2,"120"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-150),1,NULL,DECODE(SIGN(Doub6-120),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1409],[5,2,"180"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1409],[5,2,"150"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-180),1,NULL,DECODE(SIGN(Doub6-150),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1409],[5,2,"180"])),[5,2,"1"],[6,17],[1,115]())),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-180),1,W Dsqlhttj,NULL))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1409],[5,2,"30"])),[5,2,"1"],[1,115](),[1,102]([1,12]([6,1409]),[5,2,"-1"],[1,115](),[6,17]))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-30),1,NULL,DECODE(SIGN(Doub6),-1,NULL,W Dsqlhttj)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1409],[5,2,"60"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1409],[5,2,"30"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-60),1,NULL,DECODE(SIGN(Doub6-30),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,1409],[5,2,"90"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,1409],[5,2,"60"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-90),1,NULL,DECODE(SIGN(Doub6-60),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,141],[5,2,"150"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,141],[5,2,"120"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-150),1,NULL,DECODE(SIGN(Doub6-120),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,141],[5,2,"180"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,141],[5,2,"150"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-180),1,NULL,DECODE(SIGN(Doub6-150),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,141],[5,2,"180"])),[5,2,"1"],[6,17],[1,115]())),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-180),1,W Dsqlhttj,NULL))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,141],[5,2,"60"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,141],[5,2,"30"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-60),1,NULL,DECODE(SIGN(Doub6-30),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,141],[5,2,"90"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,141],[5,2,"60"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-90),1,NULL,DECODE(SIGN(Doub6-60),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,150],[5,2,"30"])),[5,2,"1"],[1,115](),[1,102]([1,12]([6,150]),[5,2,"-1"],[1,102]([6,16],[5,2,"3"],[6,17],[5,2,"4"],[6,17],[1,115]()),[6,17]))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-30),1,NULL,DECODE(SIGN(Doub6),-1,DECODE(Dz Knkozvb,3,W Dsqlhttj,4,W Dsqlhttj,NULL),W Dsqlhttj)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,153],[5,2,"180"])),[5,2,"1"],[6,17],[1,115]())),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-180),1,W Dsqlhttj,NULL))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,162],[5,2,"120"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,162],[5,2,"90"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-120),1,NULL,DECODE(SIGN(Doub6-90),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,162],[5,2,"150"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,162],[5,2,"120"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-150),1,NULL,DECODE(SIGN(Doub6-120),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,162],[5,2,"180"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,162],[5,2,"150"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-180),1,NULL,DECODE(SIGN(Doub6-150),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,162],[5,2,"30"])),[5,2,"1"],[1,115](),[1,102]([1,12]([6,162]),[5,2,"-1"],[1,115](),[6,17]))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-30),1,NULL,DECODE(SIGN(Doub6),-1,NULL,W Dsqlhttj)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,162],[5,2,"60"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,162],[5,2,"30"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-60),1,NULL,DECODE(SIGN(Doub6-30),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,162],[5,2,"90"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,162],[5,2,"60"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-90),1,NULL,DECODE(SIGN(Doub6-60),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,171],[5,2,"180"])),[5,2,"1"],[6,17],[1,115]())),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-180),1,W Dsqlhttj,NULL))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,18],[5,2,"120"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,18],[5,2,"90"])),[5,2,"1"],[6,19],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-120),1,NULL,DECODE(SIGN(Doub6-90),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,18],[5,2,"150"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,18],[5,2,"120"])),[5,2,"1"],[6,19],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-150),1,NULL,DECODE(SIGN(Doub6-120),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,18],[5,2,"180"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,18],[5,2,"150"])),[5,2,"1"],[6,19],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-180),1,NULL,DECODE(SIGN(Doub6-150),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,18],[5,2,"180"])),[5,2,"1"],[6,19],[1,115]())),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-180),1,W Dsqlhttj,NULL))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,18],[5,2,"30"])),[5,2,"1"],[1,115](),[1,102]([1,12]([6,18]),[5,2,"-1"],[1,115](),[6,19]))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-30),1,NULL,DECODE(SIGN(Doub6),-1,NULL,W Dsqlhttj)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,18],[5,2,"60"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,18],[5,2,"30"])),[5,2,"1"],[6,19],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-60),1,NULL,DECODE(SIGN(Doub6-30),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,18],[5,2,"90"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,18],[5,2,"60"])),[5,2,"1"],[6,19],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-90),1,NULL,DECODE(SIGN(Doub6-60),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,74],[5,2,"120"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,74],[5,2,"90"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-120),1,NULL,DECODE(SIGN(Doub6-90),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,74],[5,2,"150"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,74],[5,2,"120"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-150),1,NULL,DECODE(SIGN(Doub6-120),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,74],[5,2,"180"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,74],[5,2,"150"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-180),1,NULL,DECODE(SIGN(Doub6-150),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,74],[5,2,"180"])),[5,2,"1"],[6,17],[1,115]())),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-180),1,W Dsqlhttj,NULL))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,74],[5,2,"30"])),[5,2,"1"],[1,115](),[1,102]([1,12]([6,74]),[5,2,"-1"],[1,115](),[6,17]))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-30),1,NULL,DECODE(SIGN(Doub6),-1,NULL,W Dsqlhttj)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,74],[5,2,"60"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,74],[5,2,"30"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-60),1,NULL,DECODE(SIGN(Doub6-30),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,74],[5,2,"90"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,74],[5,2,"60"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Dz Knkozvb,6,NULL,DECODE(SIGN(Doub6-90),1,NULL,DECODE(SIGN(Doub6-60),1,W Dsqlhttj,NULL)))*Zi Chbblh
3	[1,96]([1,102]([6,16],[5,2,"6"],[1,115](),[1,102]([1,12]([1,95]([6,83],[5,2,"120"])),[5,2,"1"],[1,115](),[1,102]([1,12]([1,95]([6,83],[5,2,"90"])),[5,2,"1"],[6,17],[1,115]()))),[6,20])	DECODE(Rz,6,NULL,DECODE(SIGN(Doub6-120),1,NULL,DECODE(SIGN(Doub6-90),1,W Dsqlhttj,NULL)))*Zi Chbblh
